time,seconds_elapsed,z,y,x
1789927429882107100,0.051107177734375,0.03756722185015678,-0.6195499484479426,-0.03729355600792914
1789927429892087300,0.06108740234375,0.2601537419646978,-0.5417652824997902,-0.23098873001784084
1789927429902067200,0.071067138671875,0.32449323540627956,-0.4376157567173242,-0.27483174420185386
1789927429912047000,0.081047119140625,0.3254372382581234,-0.25915011788010595,-0.21036431353166699
1789927429922027000,0.091027099609375,0.2388882510960102,-0.04460574218481779,0.012851006005704402
1789927429932007200,0.101007080078125,0.15126491270065306,0.06997340767532587,0.23976105187516658
1789927429941987300,0.1109873046875,0.19719488922655581,0.1950865187704563,0.19577424530629067
1789927429951967200,0.12096728515625,0.21701485746204852,0.20072949309349059,0.10355221747644246
1789927429961947100,0.130947021484375,0.12352817999124527,0.13832593615055083,0.11728495648643002
1789927429971927000,0.140927001953125,0.06301964301466942,0.0950274771720171,0.24426380665451286
1789927429981907200,0.1509072265625,0.023193244060873985,0.09497720828950404,0.34153719958979634
1789927429991887000,0.16088720703125,0.024998247656226158,0.0695341394752264,0.42484928718991577
1789927430001867000,0.170866943359375,0.04436579594910144,0.011604805336892603,0.5281829665448516
1789927430011847200,0.18084716796875,0.08267185346782208,0.009632043959200382,0.5621182251008228
1789927430021828000,0.190828125,0.1501566591978073,-0.018489888675510883,0.5534680317858234
1789927430031808300,0.200808349609375,0.23732114790976047,-0.04932663322687149,0.5212041405081749
1789927430041788200,0.2107880859375,0.3430371923565864,-0.08588935420960188,0.4780026390980929
1789927430051768000,0.22076806640625,0.4285200115919113,-0.1923369278013706,0.40443993822652846
1789927430061748200,0.230748291015625,0.48138650938272476,-0.2540057407289743,0.3907959917448461
1789927430071728000,0.24072802734375,0.5705892259240151,-0.27099983788877724,0.42216118061710145
1789927430081708300,0.250708251953125,0.5913625493615865,-0.25251404086649415,0.47178869648668914
1789927430091688200,0.260688232421875,0.44812487577199933,-0.19806261197179556,0.48562637544218445
1789927430101668000,0.270668212890625,0.25365327402949334,-0.11618395470827818,0.4531736835941672
1789927430111648000,0.28064794921875,0.06641220806241036,-0.008490472708642482,0.41077147933561353
1789927430121628200,0.290628173828125,-0.05138473480045795,0.07655541641414165,0.3826025657540187
1789927430131608300,0.3006083984375,-0.08654489550888537,0.11593611742705107,0.4128276446804404
1789927430141588200,0.310588134765625,-0.1095791496157646,0.13862784170657397,0.45114692700691517
