time,seconds_elapsed,z,y,x
1789756985880035800,0.089035888671875,-0.6296873115807772,-0.012533610619604587,0.05511931821890175
1789756985890050800,0.09905078125,-0.6441688413977623,0.046235096952319144,0.1525755569078028
1789756985900065000,0.10906494140625,-0.6537304504692554,0.06538724892884493,0.14772643637619912
1789756985910079000,0.119078857421875,-0.3693395083487034,0.13492577231824399,0.2117678967192769
1789756985920093000,0.129093017578125,0.1423527074486017,-0.19740239449739455,0.13710304329209028
1789756985930107000,0.13910693359375,0.25585282990038394,-0.2813359384641051,0.037530835362523794
1789756985940121900,0.149121826171875,0.36912732690274713,-0.2659481074571609,-0.04466638633087277
1789756985950136000,0.159135986328125,0.36337855411767955,-0.2531131758034229,-0.04381313050240278
1789756985960150000,0.16914990234375,0.5552250680536032,-0.2193108594447374,-0.15184746182896197
1789756985970163700,0.179163818359375,0.44056466965079305,-0.2651896903052926,-0.08965791296288371
1789756985980178000,0.189177978515625,0.3842033154815435,-0.2527054717853665,-0.07249072425849735
1789756985990192600,0.199192626953125,0.39518180561363697,-0.21054507692605257,-0.11245587409585714
1789756986000206600,0.20920654296875,0.3960416373133659,-0.21313509341925382,-0.11515336955152451
1789756986010220800,0.219220703125,0.25794366469979285,-0.11182692854255437,-0.18682510557733475
1789756986020234800,0.22923486328125,0.25091595802009103,-0.09534633386284112,-0.18916114730946718
1789756986030249000,0.2392490234375,0.27803368204832074,-0.07066051315665245,-0.09726641520522535
1789756986040263700,0.249263671875,0.27944997858703136,-0.04924918407648801,-0.0270953660659492
1789756986050277600,0.259277587890625,0.28057459870278834,-0.055803135764598846,-0.04390541189573705
1789756986060291800,0.269291748046875,0.16848375852704048,-0.05494505763053894,0.0901385360866785
1789756986070305800,0.279305908203125,0.0038514147311449047,0.02245353160947561,0.14075250571034847
1789756986080319700,0.28931982421875,-0.13276011871695517,0.02329319730401039,0.2444279842402786
1789756986090334700,0.299334716796875,0.013886486533284186,0.0644581513851881,0.2649840847305953
1789756986100348700,0.3093486328125,0.014729951620101928,0.06107961486279964,0.2580999512400478
1789756986110363000,0.31936279296875,0.06185176827907562,0.1122477843031287,0.19460808760374784
1789756986120376800,0.329376953125,-0.10840659870505333,0.014463117377460002,0.1025844684228301
1789756986130390500,0.339390625,-0.10184709405899048,-0.03353752794265747,0.12654365535490214
1789756986140405800,0.34940576171875,-0.09639584291577338,0.02481383100003004,0.1938902947232127
1789756986150419700,0.359419677734375,-0.09480886598527431,0.018657938718795775,0.18095365626066923
1789756986160433700,0.36943359375,-0.029708325043320653,0.123217214345932,0.23870361524410544
1789756986170448000,0.37944775390625,-0.029033786782622334,0.10536357774734496,0.20357487258724868
1789756986180461600,0.389461669921875,-0.15673019236922264,0.03727145377397537,0.16473185864761472
1789756986190476500,0.3994765625,-0.2947726354032755,-0.03232669084817171,0.1611011739950627
